text,label_score,label,target_predict,target_predict_label
(2019) and are suitable for a number of applications Anand et al. (2019); Ravanelli and Bengio (2018). Pretraining and transfer learning have also been used for neuro/brain imaging Mensch et al.,,,0,not_related
"(2019) and are suitable for a number of applications Anand et al. (2019); Ravanelli and Bengio (2018). Pretraining and transfer learning have also been used for neuro/brain imaging Mensch et al. (2017); Thomas et al. (2019); Mahmood et al. (2020); Li et al. (2018). In this study, we propose a novel pre-training algorithm involving GNNs which we call Multinetwork InfoMax (MIM).",,,0,not_related
"(2019) and are suitable for a number of applications Anand et al. (2019); Ravanelli and Bengio (2018). Pretraining and transfer learning have also been used for neuro/brain imaging Mensch et al. (2017); Thomas et al. (2019); Mahmood et al. (2020); Li et al. (2018). In this study, we propose a novel pre-training algorithm involving GNNs which we call Multinetwork InfoMax (MIM). MIM uses self-supervised learning with a mutual information objective to learn data representations. These representations are then used for downstream task of classification using small labeled dataset. We show that using pre-training we can bypass the need to acquire large labelled training datasets and achieve higher classification performance than non pre-trained counter parts. Prior work on self-supervised pre-training for GNNs Bojchevski and Günnemann (2018); Davidson et al.",,,0,not_related
(2019) and are suitable for a number of applications Anand et al. (2019); Ravanelli and Bengio (2018). Pretraining and transfer learning have also been used for neuro/brain imaging Mensch et al. (2017); Thomas et al. (2019); Mahmood et al. (2020); Li et al.,,,0,not_related
(2019); Devlin et al. (2018); Lugosch et al. (2019) traditionally employ unsupervised/self-supervised pre-training Erhan et al.,,,0,not_related
(2019) and are suitable for a number of applications Anand et al. (2019); Ravanelli and Bengio (2018). Pretraining and transfer learning have also been used for neuro/brain imaging Mensch et al. (2017); Thomas et al.,,,0,not_related
(2019) and are suitable for a number of applications Anand et al. (2019); Ravanelli and Bengio (2018).,,,0,not_related
"(2019); Devlin et al. (2018); Lugosch et al. (2019) traditionally employ unsupervised/self-supervised pre-training Erhan et al. (2010). Furthermore, self-supervised methods with mutual information objective are able to preform competitively with supervised methods Oord et al.",,,0,not_related
(2018); Bachman et al. (2019) and are suitable for a number of applications Anand et al.,,,0,not_related
(2019) and are suitable for a number of applications Anand et al. (2019); Ravanelli and Bengio (2018). Pretraining and transfer learning have also been used for neuro/brain imaging Mensch et al. (2017); Thomas et al. (2019); Mahmood et al.,,,0,not_related
"Previous works in RL have constructed various auxiliary tasks to learn better representations, such as methods based on temporal structures (Aytar et al., 2018) and local spatial structures (Anand et al., 2019).",,,0,not_related
", 2018) and local spatial structures (Anand et al., 2019).",,,0,not_related
"Adopting the self-supervised objective [26, 39, 2, 34], most approaches in this field consider learning features [18, 41] of high-dimensional (eg, image-based) states in the environment, then (1) adopt the non-parametric measurement function to acquire rewards [23, 33, 42, 53, 44, 32] or (2) enable policy transfer [23, 16, 17, 13, 22] over the learned features.",,,0,not_related
"Self-supervised learning of visual representations from unlabeled images is a fundamental task of machine learning, which establishes various applications including object recognition [1, 2], reinforcement learning [3, 4], out-of-distribution detection [5, 6], and multimodal learning [7, 8].",,,0,not_related
"This information is exposed in the RAM state of the Atari emulator, as shown in Anand et al. (2019).",,,1,related
"[50], wherein data was collected by a purely random policy, which may well fail to explore many relevant regions of the games.",,,0,not_related
"[50]—however, as we require slot-level rather than flat embeddings, the final layers of our encoder are different.",,,1,related
"The learned representation should facilitate efficient downstream learning [19, 25, 26] and exhibit better generalization [27, 28].",,,0,not_related
Anand et al. (2019) learn state representation for an RL agent in an unsupervised setting and introduce a set of probe tasks to evaluate the representation learnt by agents.,,,0,not_related
"Anand et al. (2019) show that representations from encoders trained with ST-DIM contain a great deal of information about environment states, but they do not examine whether or not representations learned via their method are, in fact, useful for reinforcement learning.",,,0,not_related
"Two works similar to ours, Anand et al. (2019) and Stooke et al. (2021), propose reward-free temporalcontrastive methods to pretrain representations.",,,0,not_related
"These factors have led to Atari’s extensive use for representation learning and exploratory pretraining (Anand et al., 2019; Stooke et al., 2021; Campos et al., 2021), and specifically Atari 100k for data-efficient RL (e.",,,0,not_related
"These factors have led to Atari’s extensive use for representation learning and exploratory pretraining (Anand et al., 2019; Stooke et al., 2021; Campos et al., 2021), and specifically Atari 100k for data-efficient RL (e.g., Kaiser et al., 2019; Kostrikov et al., 2021; Schwarzer et al., 2021),…",,,0,not_related
"And it has achieved remarkable success in unsupervised learing task in images [6], videos [2] and natural language processing [4].",,,0,not_related
"Contrastive loss objectives typically aim to distinguish either sequential states from non-sequential ones (Shelhamer et al., 2016; Anand et al., 2019; Stooke et al., 2020), real states from predicted ones (Van den Oord et al.",,,0,not_related
"Contrastive loss objectives typically aim to distinguish either sequential states from non-sequential ones (Shelhamer et al., 2016; Anand et al., 2019; Stooke et al., 2020), real states from predicted ones (Van den Oord et al., 2018), or determine whether two augmented views came from the same or…",,,0,not_related
"Similarly, CPC [38], ST-DIM [1], DRIML [34], ATC [42] and PI-SAC [31] maximize the mutual information between the current state and the future state by using InfoNCE [38, 42], Deep InfoMax [20, 1, 34], or Conditional Entropy Bottleneck [9, 31].",,,0,not_related
"Previous works have demonstrated that good auxiliary supervision can significantly improve agent learning, like leveraging image reconstruction [49], the prediction of future states [41, 13, 30, 40], maximizing Predictive Information [38, 1, 34, 42, 31], or promoting discrimination through contrastive learning [29, 59, 32, 25].",,,0,not_related
"(i) Auxiliary task based methods introduce auxiliary task to help representation learning of the states [21, 49, 41, 13, 30, 40, 38, 1, 34, 42, 31, 29, 59, 32].",,,0,not_related
"For example, successor representations [32, 68] orthogonalize the features of the representation and standard temporal contrastive losses use the representation for imitation [59], end-to-end task solving [2, 62] or flat exploration [69, 28].",,,0,not_related
", where pixel similarities in consecutive frames in Atari games can help decode object identities [15], or the underlying objectlayout map [16].",,,0,not_related
"To do so, we propose Cross Trajectory Representation Learning (CTRL), which applies a novel self-supervised learning (SSL) objective to pairs of trajectories drawn from the agent’s policies.",,,1,related
"The end result is an agent whose encoder maps behaviorally similar trajectories to similar representations without directly referencing reward, which we show improves ZSG performance over using pure RL or RL in conjunction with other unsupervised or SSL methods.",,,1,related
"While successful in their own way, prior works that combine SSL with RL do so by applying known SSL algorithms [e.g., from vision, 22, 42, 6, 11, 21, 19] to RL in a nearly off-the-shelf manner, predicting state representations within a given trajectory, only potentially using other trajectories as counterexamples in a contrastive loss.",,,0,not_related
"SSL formulates objectives by generating different views of the data, which are essentially transformed versions of the data, e.g., generated by using data augmentation or by sampling patches.",,,0,not_related
"Our main contributions are as follows:
• We introduce Cross Trajectory Representation Learning (CTRL), a novel SSL algorithm for RL that defines an auxiliary objective across trajectories, drawing samples for a SSL predictive task by leveraging assignments from an online clustering algorithm.",,,1,related
"We also compare with two SSL-based auxiliary objectives: CURL [38], a common SSL baseline which contrasts augmented instances of the same state; and Proto-RL [47], which we adapt for this generalization setting and denote PPO+Sinkhorn.",,,1,related
We then compare to several unsupervised and SSL auxiliary objectives used in conjunction with PPO.,,,1,related
"Therefore, CTRL has a second step: drawing inspiration from Mine Your Own View [MYOW, 5], it selects (mines) representational nearest neighbors from different, nearby clusters and applies a predictive SSL objective to them.",,,1,related
A recent thorough comparison of SSL and bisimulation frameworks also suggests that self-supervised objectives can outperform bisimulation-based algorithms on offline tasks [46].,,,0,not_related
"A successful class of models that incorporate unsupervised objectives to improve RL use self-supervised learning (SSL) [3, 38, 27, 36, 39].",,,0,not_related
CTRL does this by using a predictive SSL objective between representations of “similar” trajectories drawn from RL policies.,,,0,not_related
"In these experiments, we employ a probing technique similar to the one described in Anand et al. (2019).",,,1,related
"For example, (Anand et al., 2020) introduce a method that learns state representations by maximizing mutual information across spatially and temporally distinct features of a neural encoder of the observations.",,,0,not_related
"We find that the objects extracted from the self-supervised attention masks are reasonably focused on salient objects, as compared to both the ground truth objects extracted from (Anand et al. 2019) and the Transporter (Kulkarni et al.",,,1,related
We compute these metrics using the predicted object locations and the ground truth locations from Anand et al. (2019).,,,1,related
"We find that the objects extracted from the self-supervised attention masks are reasonably focused on salient objects, as compared to both the ground truth objects extracted from (Anand et al. 2019) and the Transporter (Kulkarni et al. 2019) method.",,,1,related
"Despite being a relatively new area of study, it has been the basis for many excellent works such as contrastive predictive coding [20, 43], representation learning using Deep InfoMax (DIM) [4, 21, 59] or momentum contast [18], learning invariances using Augmented Multiscale DIM [9] or Contrastive MultiView Coding [56] etc.",,,0,not_related
"Despite being a relatively new area of study, it has been the basis for many excellent works such as contrastive predictive coding [20, 43], representation learning using Deep InfoMax (DIM) [4, 21, 59] or momentum contast [18], learning invariances using Augmented Multiscale DIM [9] or Contrastive MultiView Coding [56] etc.
Previous deep learning approaches have shown promises in identifying COVID-19 cases from chest radiography images [5, 13, 14, 19, 22, 46, 61–64, 71, 72], please refer to Table 1.",,,0,not_related
"Representation learning in RL: Recently, using unsupervised/self-supervised representation learning methods to improve sample efficiency and/or performance in RL has gained increased popularity [2, 25, 37, 39, 40].",,,0,not_related
"Such an interpretable and layered model of images could be beneficial for a plethora of applications like object discovery [16, 6], image edition [75, 21], future frame prediction [74], object pose estimation [57] or environment abstraction [1, 47].",,,0,not_related
The generalization of this idea as a self-supervised task(also called auxiliary-task and pretext) is a relatively new paradigm in machine learning literature [14][2].,,,0,not_related
[51] introduces a new contrastive loss to improve sample efficiency in Atari benchmark.,,,0,not_related
"In contrast with [RUMS18], who use a heuristic to find the agent’s position from the screen’s pixels, we use the Atari annotated RAM interface wrapper [ARO19].",,,1,related
"[ARO19] Ankesh Anand, Evan Racah, Sherjil Ozair, Yoshua Bengio, Marc-Alexandre Côté, and R Devon Hjelm.",,,0,not_related
Anand et al. (2019) provide a method for learning representations via loss functions that operate directly on the hidden layers of encoder neural networks.,,,0,not_related
The evaluation metrics are the number of ram states visited using [2] and the downstream zero shot performance on Atari game.,,,0,not_related
", 2018) and local spatial structure (Anand et al., 2019) has been leveraged for state representation learning via contrastive losses.",,,0,not_related
"Contrastive learning has seen dramatic progress recently, and been introduced to learn state representation (Oord et al., 2018; Sermanet et al., 2018; Dwibedi et al., 2018; Aytar et al., 2018; Anand et al., 2019; Srinivas et al., 2020).",,,0,not_related
"Temporal structure (Sermanet et al., 2018; Aytar et al., 2018) and local spatial structure (Anand et al., 2019) has been leveraged for state representation learning via contrastive losses.",,,0,not_related
"CPC (van den Oord et al., 2018), CPA|action (Guo et al., 2018), ST-DIM (Anand et al., 2019), and DRIML (Mazoure et al., 2020) apply different forms of temporal contrastive losses to learn predictions in a latent space.",,,0,not_related
"CPC [30], CPC|action [10], ST-DIM [1], DRIML [19], and ATC [25] apply different forms of temporal contrastive losses to learn predictions in a latent space.",,,0,not_related
"Mutual information estimation [10] has inspired a number of successful uses for single-view data, such as deep infomax (DIM) [11], contrastive predictive coding (CPC) [12]) and for multi-view data, such as augmented multiscale DIM (AMDIM) [13], contrastive multiview coding (CMC) [14], SimCLR [15]) image classification, reinforcement learning (spatio-temporal DIM (ST-DIM) [16]) and zero-shot learning (class matching DIM (CM-DIM) [17], [18]).",,,0,not_related
"Further, AMDIM [13], ST-DIM [16], and CMDIM [17] are referred to as XX, which captures a CrossConvolution-to-Representation relation and as CC, which captures a Convolution-to-Convolution relation.",,,0,not_related
"infomax (DIM) [11], contrastive predictive coding (CPC) [12]) and for multi-view data, such as augmented multiscale DIM (AMDIM) [13], contrastive multiview coding (CMC) [14], SimCLR [15]) image classification, reinforcement learning (spatio-temporal DIM (ST-DIM) [16]) and zero-shot learning (class matching DIM (CM-DIM) [17], [18]).",,,0,not_related
"Methods for accomplishing this goal are being developed in the emerging field of state representation learning (Anand et al., 2019; Higgins et al., 2018b; Jaderberg et al., 2016; Lesort et al., 2018; van denOord et al., 2019; Srinivas et al., 2020; Zhang et al., 2020).",,,0,not_related
"• CSS [1, 3]: Single-view CSS loss using Eq.",,,0,not_related
"Many current CSS approaches [3, 16, 1] first take a reference input I, a positive sample I, and n − 1 negative samples Ik for 1 ≤ k < n, and then minimize the loss",,,0,not_related
"By contrast, popular approaches to using CSS [16, 1, 21, 3] neither learn time-invariant components nor try to reconstruct the input images.",,,0,not_related
"ch so is to treat a video frame close to the one of interest as positive sample, and a temporally-distant one as negative sample [1, 21].",,,0,not_related
"While [7] exploits depth, other works [21, 1, 3] leverage CSS, with [21, 1] using it in single-view videos.",,,0,not_related
"However, we diverge from standard CSS formulations [8], [10], [11], [12] in the two following aspects: 1) Instead of applying the con-",,,1,related
"CSS [10], [11]: Single-view CSS loss using Eq.",,,0,not_related
"While [22] takes depth as input in addition to RGB, other works [10], [11], [12] leverage CSS, with [12] and [11] using it for only single-view RGB videos.",,,0,not_related
"In our context, one way to do so is to treat a video frame close to the one of interest as positive, and a temporally-distant one as negative [11], [12].",,,0,not_related
"Given a reference input I, a positive sample Iþ, and n 1 negative samples I k for 1 k < n, standard CSS approaches [8], [10], [11] minimize the loss",,,1,related
[5] by introducing regression and non-linear probing.,,,0,not_related
"[5] formulate the task of predicting each state variable as separate 256-way classification problem, as each byte of RAM can represent 256 possible values, regardless of the nature of each variable.",,,0,not_related
[5] introduced the Atari Annotated RAM Interface (AtariARI) to enable the evaluation of state representation,,,0,not_related
"A final approach is to “probe” the learned representations by training small regression or classification models to predict ground-truth data from learned representations [5], [13].",,,0,not_related
"For our investigations, we assess the quality of the encoding of important state variables for each game by employing a novel evaluation method that probes the contents of the learnt state representations using ground truth state information provided by the Atari Annotated RAM Interface [5].",,,1,related
To evaluate the quality of the learned representations we proposed and utilised novel extensions to an evaluation method that probes the representations using the AtariARI [5].,,,1,related
Section III describes our extensions to the approach for evaluating state representation learning methods proposed in [5].,,,1,related
[5] used such a method for evaluating learned representations for Atari games using linear classification probes (single layer neural networks).,,,0,not_related
"Comparison to pixel-based world models Aligned with prior studies of VAE losses on Atari [3], our attempts to use a world model based on pixel reconstruction (e.",,,0,not_related
ST-DIM [16] and CM-DIM [17] apply this in turn to reinforcement learning and zero-shot learning respectively.,,,0,not_related
"The corresponding objective function can cause the model to waste its capacity on reconstructing unimportant features such as static backgrounds and noise, while ignoring visually small but important details in its learned representation (Anand et al., 2019; Kipf et al., 2019).",,,0,not_related
"A problem of this objective is that it can cause the model to waste its capacity on reconstructing unimportant features, such as static backgrounds, while ignoring the visually small but important details in its learned representation (Anand et al., 2019; Kipf et al., 2019).",,,0,not_related
[1] have proposed to maximize the mutual information between representations of two consecutive frames of the environment.,,,0,not_related
"In future work, we want to incorporate methods for unsupervised state representation learning (Burgess et al., 2019; Anand et al., 2019).",,,1,related
"2018), or used as an auxiliary task to study representations for high-dimensional data (Srinivas, Laskin, and Abbeel 2020; Anand et al. 2019).",,,0,not_related
"In RL, it has been used to extract reward signals in latent space (Sermanet et al. 2018; Dwibedi et al. 2018), or used as an auxiliary task to study representations for high-dimensional data (Srinivas, Laskin, and Abbeel 2020; Anand et al. 2019).",,,0,not_related
"An example of this is Spatiotemporal DeepInfomax (ST-DIM) [2], where two mutual information objective functions are defined.",,,0,not_related
Whereas the ST-DIM section is based on Anand et al.’s [2] previous work and aims to encode the high level game variables.,,,0,not_related
’s [2] previous work and aims to encode the high level game variables.,,,0,not_related
"ATC requires a model to associate observations from nearby time steps within the same trajectory (Anand et al., 2019).",,,0,not_related
"ST-DIM (Anand et al., 2019) introduced various temporal, contrastive losses, including ones that operate on “local” features from an intermediate layer within the encoder, without data augmentation.",,,0,not_related
"We also compare against Spatio-Temporal Deep InfoMax (ST-DIM), which uses temporal contrastive losses with “local” features from an intermediate convolution layer to ensure attention to the whole screen; it was shown to produce detailed game-state knowledge when applied to individual frames (Anand et al., 2019).",,,1,related
"(Mazoure et al., 2020) provided extensive analysis pertaining to InfoNCE losses on functions of successive time steps in MDPs, including local features in their auxiliary loss (DRIML) similar to ST-DIM, and finally conducted experiments using global temporal contrast of augmented observations in the Procgen (Cobbe et al., 2019) environment.",,,0,not_related
"…against Spatio-Temporal Deep InfoMax (ST-DIM), which uses temporal contrastive losses with “local” features from an intermediate convolution layer to ensure attention to the whole screen; it was shown to produce detailed game-state knowledge when applied to individual frames (Anand et al., 2019).",,,0,not_related
Such contrastive predictive coding has been successfully used to find useful latent representations of ATARI games [13] and deformable objects [14].,,,0,not_related
"Simpler probing tasks (Belinkov and Glass, 2019; Jawahar et al., 2019; Anand et al., 2019) test the performance of classifiers that train on the",,,0,not_related
"Simpler probing tasks (Belinkov and Glass, 2019; Jawahar et al., 2019; Anand et al., 2019) test the performance of classifiers that train on the representation learnt by a model.",,,0,not_related
"Due to the similarity between RL and dialogue, we draw inspirations from Anand et al. (2019)’s probing tasks on game playing agent.",,,1,related
Anand et al. (2019) learn state representation for an RL agent in an unsupervised setting and introduce a set of probing tasks to evaluate the representation learnt by agents.,,,0,not_related
"No pre-training 78± 4 79± 7 48± 4 12± 1 57± 1 37± 4 10± 1 18± 2 Image Net 86± 1 89± 3 66± 1 12± 0 21± 3 19± 3 13± 5 23± 2 Contrastive (ST-DIM) 73± 2 84± 4 71± 3 10± 1 66± 5 49± 2 17± 0 21± 1 Forward 68± 3 84± 3 68± 8 9± 1 49± 5 37± 3 18± 5 13± 2 Inverse 73± 4 82± 2 61± 3 8± 1 83± 2 67± 8 26± 8 8± 0 Behavior Cloning (BC) 91± 1 91± 4 68± 5 8± 1 83± 3 61± 4 25± 4 8± 1 CILRS 0.8.4 [11] 97± 2 83± 0 42± 2 47 66± 2 49± 5 23± 1 64 LBC [34] 97± 1 93± 1 71± 5 N/A 100± 0 94± 3 51± 3 N/A
Table 3: Comparison of action-based pre-training with baselines (top) and other methods from the literature (bottom).",,,0,not_related
"Further, our approach, improves over other recent pre-training proposals such as contrastive methods [16] and even over ImageNet (supervised) pre-training.",,,0,not_related
"The constrastive method, ST-DIM, shows promising results for the binary affordances but results on very poorly relative angle estimations.",,,0,not_related
"In fact, we include in our study a recent contrastive method, ST-DIM, designed in the context of playing Atari games [16], adapted
to actions required for driving.",,,1,related
"In short, ST-DIM is trained to answer if two frames are consecutive or not, without any action-related information
Binary Affordances Relative Angle (ψt) Pre-training Pedestrian (hp) Vehicle (hv) Red T.L. (hr) Left Turn Straight Right Turn
No pre-training 26± 0 50± 1 42± 0 11.38± 0.18 1.85± 0.03 24.68± 0.03 ImageNet 37± 2 75± 0 47± 0 11.69± 0.57 2.83± 0.07 25.55± 0.10 Contrastive (ST-DIM) 47± 1 53± 0 53± 0 10.43± 0.21 2.62± 0.03 18.75± 0.23 Forward 50± 0 63± 0 60± 0 5.35± 0.03 0.52± 0.00 6.61± 0.03 Inverse 49± 0 78± 0 70± 0 3.57± 0.03 0.46± 0.00 3.78± 0.06 Behavior Cloning (BC) 47± 0 81± 0 75± 0 4.89± 0.03 1.24± 0.03 6.25± 0.10
Table 1: Linear probing results.",,,0,not_related
"For ST-DIM, as expected, the difference between random and expert policy is smaller since it is not based on action.",,,0,not_related
"For better analysis, we divide the relative heading angle into three cases, left turn, straight and right turn,
Binary Affordances Relative Angle (ψt) Pre-training Pedestrian (hp) Vehicle (hv) Red T.L. (hr) Left Turn Straight Right Turn
No pre-training 26± 0 50± 1 42± 0 11.38± 0.18 1.85± 0.03 24.68± 0.03 Contrastive (ST-DIM) 41± 0 62± 1 63± 1 9.01± 0.46 2.77± 0.18 18.37± 0.45 Contrastive Random (ST-DIM) 39± 1 73± 1 47± 0 9.70± 0.41 2.98± 0.11 15.89± 0.41 Forward 50± 0 51± 0 58± 0 4.87± 0.00 0.52± 0.00 6.07± 0.06 Forward Random 20± 1 38± 0 16± 0 11.54± 0.03 1.20± 0.00 19.14± 0.00 Inverse 45± 0 66± 0 73± 0 3.02± 0.03 0.42± 0.03 5.06± 0.17 Inverse Random 26± 0 49± 0 59± 0 8.50± 0.53 1.45± 0.03 13.14± 0.34
Table 2: Linear probing results comparing encoders trained with random policy training data versus expert demonstration data.",,,1,related
"Moreover, for the Inverse, Forward, and ST-DIM strategies, we have included seldom variants which require to collect additional ∼ 20 hours of image sequences in T1.",,,1,related
Both models also clearly outperform the constrastive-based baseline (ST-DIM) in new town.,,,0,not_related
"In fact, we include in our study a recent contrastive method, ST-DIM, designed in the context of playing Atari games [16], adapted",,,1,related
We will see how action-based representation learning outperforms ST-DIM as a self-supervised representation learning strategy to infer affordances.,,,1,related
"In addition, we have incorporated ST-DIM [16], a contrastive representation learning baseline used by agents playing Atari games.",,,1,related
"We see, the pre-trained MILC models outperform NPT and also ST-DIM based pre-trained models.",,,1,related
"Note, with very few samples, models based on the pre-trained MILC (FPT and UFPT) outperform the un-pre-trained models (NPT), ST-DIM models, autoencoder based models.",,,1,related
We compare MILC with ST-DIM based pre-training shown in [24].,,,1,related
ST-DIM [1] has been used for pre-training on unrelated data with subsequent use for classification [24].,,,0,not_related
"ST-DIM based pre-training model [24] performs reasonably well compared to autoencoder and NPT models, however, MILC steadily outperforms ST-DIM.",,,0,not_related
"They were shown to benefit structural MRI analysis [10], learn useful representations from the frames in Atari games [1] and for speaker identification [28].",,,0,not_related
"Contrastive learning is a
popular type of self-supervised learning, which has proven effective for video [Gordon et al., 2020, Knights et al., 2020] and reinforcement learning tasks [Oord et al., 2018, Anand et al., 2019, Srinivas et al., 2020, Mazoure et al., 2020, Schwarzer et al., 2020].",,,0,not_related
"[2] Ankesh Anand, Evan Racah, Sherjil Ozair, Yoshua Bengio, Marc-Alexandre Côté, and R Devon Hjelm.",,,0,not_related
"The linear probing setting is widely studied in literature [1, 21, 10] and applied in practice [4, 2].",,,0,not_related
"This is different from some other approaches [1, 30] that use contrastive methods (e.",,,0,not_related
"This work falls in another group, where future prediction is used as an auxiliary or representation learning method for model-free RL agents [1, 10, 14, 22, 29, 30, 33, 34, 35, 37].",,,0,not_related
"Following (Anand et al., 2019), we train our
model with 100,000 frames acquired with a random agent on the Atari games; an additional 50,000 frames are used for training and testing the evaluation probes.",,,1,related
"As a result, we aim to learn structured, object-centric slot representations harnessing time and using a self-supervised time-contrastive signal similar to (Anand et al., 2019; Hyvarinen & Morioka, 2017) to learn each object’s representation, but also a “slot contrastive” signal as an attempt to force each slot to capture a unique object compared to the other slots.",,,1,related
"This is the intuition that motivates time-contrastive losses (Hyvarinen & Morioka, 2017; Anand et al., 2019; Sermanet et al., 2018); learning state representations that make it easy to predict the temporal distance between states, will potentially ensure that these representations capture time…",,,0,not_related
"However, most of these techniques involve generative models, which have two issues: wasted capacity on modelling spurious background pixels (Oord et al., 2018) and inability to capture small objects (Anand et al., 2019).",,,0,not_related
"This is the intuition that motivates time-contrastive losses (Hyvarinen & Morioka, 2017; Anand et al., 2019; Sermanet et al., 2018); learning state representations that make it easy to predict the temporal distance between states, will potentially ensure that these representations capture time dependent features.",,,0,not_related
"Slot Accuracy For slot accuracy, we use linear probing, a technique commonly used in self-supervised learning (Anand et al., 2019; Hjelm et al., 2018; Chen et al., 2020) and disentangling (Locatello et al.",,,0,not_related
", 2018) and contrastive approaches (Hyvarinen & Morioka, 2017; Oord et al., 2018; Anand et al., 2019) have begun to harness time in their self-supervised signal.",,,0,not_related
"The architectural details of all models are similar to (Anand et al., 2019).",,,0,not_related
"As a result, many self-supervised pretext approaches (Misra et al., 2016; Aytar et al., 2018) and contrastive approaches (Hyvarinen & Morioka, 2017; Oord et al., 2018; Anand et al., 2019) have begun to harness time in their self-supervised signal.",,,0,not_related
"…we aim to learn structured, object-centric slot representations harnessing time and using a self-supervised time-contrastive signal similar to (Anand et al., 2019; Hyvarinen & Morioka, 2017) to learn each object’s representation, but also a “slot contrastive” signal as an attempt to force…",,,1,related
"For evaluation, we use labels from the AtariARI dataset (Anand et al., 2019), restricting ourselves to labels that correspond to the x or y coordinates of objects.",,,1,related
", 2018) and inability to capture small objects (Anand et al., 2019).",,,0,not_related
"Slot Accuracy For slot accuracy, we use linear probing, a technique commonly used in self-supervised learning (Anand et al., 2019; Hjelm et al., 2018; Chen et al., 2020) and disentangling (Locatello et al., 2018).",,,0,not_related
", 2018), ST-DIM (Anand et al., 2019) and DRIML (Mazoure et al.",,,0,not_related
"CPC (Oord et al., 2018), CPC|Action (Guo et al., 2018), ST-DIM (Anand et al., 2019) and DRIML (Mazoure et al., 2020) propose to optimize various temporal contrastive losses in reinforcement learning environments.",,,0,not_related
", 2018), ST-DIM (Anand et al., 2019) and DRIML (Mazoure et al.",,,0,not_related
"CPC (Oord et al., 2018), CPC|Action (Guo et al., 2018), ST-DIM (Anand et al., 2019) and DRIML (Mazoure et al., 2020) propose to optimize various temporal contrastive losses in reinforcement learning environments.",,,0,not_related
"In the process of improving sample efficiency, we address several important questions over prior work in auxiliary self-supervised learning, from both the supervised [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15] and reinforcement learning paradigms [16, 17, 18, 19, 20, 21, 22, 23, 24, 25].",,,0,not_related
"ing [17, 19], or spatio-temporal mutual information maximization [20, 23] derive supervision from the agent’s own experience.",,,0,not_related
"In contrast to prior work, which focus on simpler and non-photorealistic environments [17, 19, 20, 21, 22], we focus on visually complex, photorealistic environments from the Gibson 3D scans [30].",,,0,not_related
of a sequence of T = 4 time-steps times the number of features provided by the ATARIARI interface [1].,,,0,not_related
"This could be alleviated by using predictive models with strong inductive biases or unsupervised representation learners, such as deep-infomax [1] or similar noise-contrastive methods.",,,0,not_related
"To assess this, we use NEAT to evolve policies for playing Atari 2600 games from the recently released Atari Annotated RAM Interface (Atari ARI) [2].",,,1,related
The Atari ARI [2] provides RAM annotations for 22 of the Atari 2600 games supported by the OpenAI Gym toolkit1.,,,0,not_related
"Recently, Spatiotemporal Deep Infomax (ST-DIM) [27] leverages temporal and spatial information in expert demonstrations to learn the state representations.",,,0,not_related
"Contrastive losses have also been constructed from the rules of physics in robotics tasks (Jonschkowski and Brock, 2015), have been applied to Atari models (Anand et al., 2019), and have combined with the above object-oriented approach (Kipf et al.",,,0,not_related
"Domains with rich observations include raw images or video frames from video games (Anand et al., 2019), robotics environments (Higgins et al., 2017), and renderings of classic control problems (Watter et al., 2015), and deep learning methods have enabled success in this space. Srinivas et al. (2020) use a contrastive learning approach to extract state representations from pixels.",,,0,not_related
"Domains with rich observations include raw images or video frames from video games (Anand et al., 2019), robotics environments (Higgins et al., 2017), and renderings of classic control problems (Watter et al., 2015), and deep learning methods have enabled success in this space. Srinivas et al. (2020) use a contrastive learning approach to extract state representations from pixels. Ha & Schmidhuber (2018) learn low-dimensional representations and dynamics which simple linear policies to achieve effective control. Hafner et al. (2019a) utilize latent imagination to learn behaviors that achieve high performance in terms of reward and sample-efficiency on several visual control tasks.",,,0,not_related
"Domains with rich observations include raw images or video frames from video games (Anand et al., 2019), robotics environments (Higgins et al.",,,0,not_related
"Domains with rich observations include raw images or video frames from video games (Anand et al., 2019), robotics environments (Higgins et al., 2017), and renderings of classic control problems (Watter et al., 2015), and deep learning methods have enabled success in this space. Srinivas et al. (2020) use a contrastive learning approach to extract state representations from pixels. Ha & Schmidhuber (2018) learn low-dimensional representations and dynamics which simple linear policies to achieve effective control.",,,0,not_related
"Domains with rich observations include raw images or video frames from video games (Anand et al., 2019), robotics environments (Higgins et al., 2017), and renderings of classic control problems (Watter et al., 2015), and deep learning methods have enabled success in this space.",,,0,not_related
"Such approaches may be viewed as postulating concrete latent relations: g(st, st+1) = c , where g is the squared distance between st and st+1 for Lcont, and a more complicated relation for [2].",,,1,related
"[2] provides such a framework for ATARI games, but it is not aimed at continuous control.",,,0,not_related
A related heuristic from [2] maximizes mutual information between parts of consecutive latent states.,,,0,not_related
"using continuity [1], mutual information with prior states [2], consistency with a forward or inverse model (see [3] for a survey).",,,0,not_related
"For the auxiliary objective, we follow a variant of Deep InfoMax [DIM, Hjelm et al., 2018, Anand et al., 2019, Bachman et al., 2019], and train the encoder to maximize the mutual information (MI) between local and global “views” of tuples (st, at, st+k).",,,1,related
